trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
370,False,"{'a': 0.45, 'e': 0.024267330287830756}",25,19,13.07645633788682,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.45, 'e': 0.024024656984952448}",25,16,17.26794494598009,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.45, 'e': 0.023784410415102923}",25,6,21.759386677501883,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.45, 'e': 0.023546566310951894}",30,23,12.289300086465612,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.45, 'e': 0.023311100647842375}",30,19,19.50716345520215,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.45, 'e': 0.02307798964136395}",25,0,32.2293075913363,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
376,False,"{'a': 0.45, 'e': 0.022847209744950314}",20,0,28.508058951708566,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
377,False,"{'a': 0.45, 'e': 0.02261873764750081}",30,6,14.48701589744297,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
378,False,"{'a': 0.45, 'e': 0.022392550271025803}",20,9,19.362128690811947,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.45, 'e': 0.022168624768315544}",25,0,25.857005068158266,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
380,False,"{'a': 0.45, 'e': 0.02194693852063239}",30,8,36.252953434096675,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.45, 'e': 0.021727469135426065}",20,9,22.17389116987087,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.45, 'e': 0.021510194444071803}",20,8,19.503928921812474,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.45, 'e': 0.021295092499631085}",35,19,28.57432527286773,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.45, 'e': 0.021082141574634772}",20,10,20.767982184600385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.45, 'e': 0.020871320158888425}",20,7,22.689906847294093,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.45, 'e': 0.020662606957299542}",25,5,29.5057430466325,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.45, 'e': 0.020455980887726547}",25,16,17.58285803341801,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.45, 'e': 0.02025142107884928}",20,8,-0.6069664484772006,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
389,False,"{'a': 0.45, 'e': 0.020048906868060788}",30,14,29.294885961329932,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.45, 'e': 0.01984841779938018}",25,16,18.229884737190403,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.45, 'e': 0.019649933621386378}",30,23,11.503971826273034,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.45, 'e': 0.019453434285172513}",20,11,15.83278532847676,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.45, 'e': 0.019258899942320787}",20,2,28.8147399055877,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.45, 'e': 0.01906631094289758}",20,10,18.93137221690452,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.45, 'e': 0.018875647833468602}",20,14,9.209086047517973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.45, 'e': 0.018686891355133916}",20,0,29.094339809289778,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
397,False,"{'a': 0.45, 'e': 0.018500022441582577}",30,13,17.511705267161524,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.45, 'e': 0.01831502221716675}",20,15,9.485832979563664,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.45, 'e': 0.018131871994995084}",20,12,12.58592928909141,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.45, 'e': 0.017950553275045134}",25,17,16.524403975864807,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.45, 'e': 0.017771047742294682}",25,13,24.673106145373136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.45, 'e': 0.017593337264871736}",25,15,16.0208320200791,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.45, 'e': 0.01741740389222302}",20,12,14.654338758775179,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.45, 'e': 0.01724322985330079}",20,12,12.740202742941928,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.45, 'e': 0.017070797554767782}",30,0,47.302364676610765,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
406,False,"{'a': 0.45, 'e': 0.016900089579220106}",20,0,16.31509242670473,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
407,False,"{'a': 0.45, 'e': 0.016731088683427906}",20,6,24.84445720173297,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.45, 'e': 0.016563777796593626}",20,13,12.219328620280752,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.45, 'e': 0.016398140018627688}",20,12,17.918615689359374,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.45, 'e': 0.01623415861844141}",25,15,14.283338012189228,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.45, 'e': 0.016071817032256998}",20,0,30.510048489463554,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
412,False,"{'a': 0.45, 'e': 0.01591109886193443}",20,7,21.117344692973234,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.45, 'e': 0.015751987873315085}",30,14,25.110892453416685,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.45, 'e': 0.015594467994581935}",35,15,36.24695024313748,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.45, 'e': 0.015438523314636115}",30,20,20.50668202604956,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.45, 'e': 0.015284138081489753}",25,1,40.849461794523585,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.45, 'e': 0.015131296700674856}",25,12,20.7068026134767,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.45, 'e': 0.014979983733668108}",30,12,29.628184306790804,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.45, 'e': 0.014830183896331426}",20,16,9.876998101958726,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.45, 'e': 0.014681882057368112}",30,17,11.821450346250616,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.45, 'e': 0.01453506323679443}",20,11,14.579056920107856,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.45, 'e': 0.014389712604426485}",20,9,19.48897023692766,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.45, 'e': 0.01424581547838222}",35,17,27.276361582162266,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.45, 'e': 0.014103357323598397}",25,17,12.290374211808926,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.45, 'e': 0.013962323750362413}",20,2,31.293204540663996,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.45, 'e': 0.013822700512858789}",20,15,8.092306690060727,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.45, 'e': 0.0136844735077302}",20,0,31.79848540384023,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
428,False,"{'a': 0.45, 'e': 0.013547628772652899}",25,12,23.380545626797204,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.45, 'e': 0.01341215248492637}",20,8,-25.38425685877,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
430,False,"{'a': 0.45, 'e': 0.013278030960077106}",30,10,35.92024586225772,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.45, 'e': 0.013145250650476335}",30,12,30.435473433909685,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.45, 'e': 0.01301379814397157}",25,12,22.247587210879907,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.45, 'e': 0.012883660162531854}",20,14,12.787417625685094,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.45, 'e': 0.012754823560906535}",30,19,21.06199753469653,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.45, 'e': 0.01262727532529747}",25,17,12.434441772198777,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.45, 'e': 0.012501002572044496}",25,15,18.773098781644446,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.45, 'e': 0.01237599254632405}",20,2,28.098768546388747,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.45, 'e': 0.01225223262086081}",30,13,29.399486317643042,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.45, 'e': 0.012129710294652202}",20,5,25.012572914400423,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.45, 'e': 0.01200841319170568}",30,12,31.694003898481597,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.45, 'e': 0.011888329059788623}",25,13,18.611025378925433,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.45, 'e': 0.011769445769190737}",30,4,37.86181779718137,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.45, 'e': 0.01165175131149883}",20,12,15.472825677314946,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.45, 'e': 0.011535233798383842}",20,6,26.49240359088401,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.45, 'e': 0.011419881460400004}",20,11,15.397200683111482,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.45, 'e': 0.011305682645796004}",20,6,20.878712907825246,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.45, 'e': 0.011192625819338045}",20,12,15.416118791744008,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.45, 'e': 0.011080699561144665}",20,10,17.551493211575522,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.45, 'e': 0.010969892565533218}",20,11,13.598148620096211,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.45, 'e': 0.010860193639877886}",20,15,9.096455659629278,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.45, 'e': 0.010751591703479106}",20,0,24.325143380406807,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
452,False,"{'a': 0.45, 'e': 0.010644075786444315}",25,12,28.27142992027838,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.45, 'e': 0.010537635028579873}",30,19,20.61025112179944,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.45, 'e': 0.010432258678294073}",25,7,28.875791104616287,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.45, 'e': 0.010327936091511133}",20,12,15.515683434815543,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.45, 'e': 0.010224656730596022}",20,10,15.436008703410149,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.45, 'e': 0.01012241016329006}",25,16,-8.147349549225657,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
458,False,"{'a': 0.45, 'e': 0.01002118606165716}",20,16,6.529800406457768,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.45, 'e': 0.009920974201040588}",25,9,26.42851012823004,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.45, 'e': 0.009821764459030182}",20,7,20.713597010933025,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.45, 'e': 0.00972354681443988}",20,6,14.02249563301248,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
462,False,"{'a': 0.45, 'e': 0.00962631134629548}",20,10,17.347798058181876,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.45, 'e': 0.009530048232832525}",25,13,24.27749337660933,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.45, 'e': 0.009434747750504199}",20,10,16.983216248412766,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.45, 'e': 0.009340400272999157}",30,0,41.55043546237728,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
466,False,"{'a': 0.45, 'e': 0.009246996270269165}",25,6,22.21607329684611,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
467,False,"{'a': 0.45, 'e': 0.009154526307566474}",25,14,18.764678881285384,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.45, 'e': 0.009062981044490808}",20,0,19.05394583048587,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.45, 'e': 0.0089723512340459}",20,6,27.896737177898142,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.45, 'e': 0.00888262772170544}",30,10,41.1022418908116,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.45, 'e': 0.008793801444488386}",30,22,15.025992711335604,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.45, 'e': 0.008705863430043502}",30,19,21.591301161061693,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.45, 'e': 0.008618804795743068}",20,11,11.658001432362907,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.45, 'e': 0.008532616747785637}",20,15,9.41799424846895,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.45, 'e': 0.00844729058030778}",20,2,27.897489537985713,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.45, 'e': 0.008362817674504702}",25,19,-1.2245821760686006,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
477,False,"{'a': 0.45, 'e': 0.008279189497759654}",30,15,28.827910324544145,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.45, 'e': 0.008196397602782058}",25,14,20.821134077731973,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.45, 'e': 0.008114433626754238}",25,5,33.93730325038598,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.45, 'e': 0.008033289290486696}",25,5,35.9635927739052,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.45, 'e': 0.00795295639758183}",25,12,22.170724066032168,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.45, 'e': 0.00787342683360601}",20,10,13.650162200058118,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.45, 'e': 0.0077946925652699495}",35,15,38.437597765276706,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.45, 'e': 0.00771674563961725}",20,5,28.49235685618487,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.45, 'e': 0.007639578183221077}",20,13,14.498219419852585,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.45, 'e': 0.0075631824013888665}",20,12,14.362497112397017,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.45, 'e': 0.007487550577374978}",25,17,18.635189066935887,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.45, 'e': 0.007412675071601228}",20,14,13.544255139828717,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.45, 'e': 0.007338548320885215}",20,8,22.280920023292786,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.45, 'e': 0.0072651628376763635}",20,8,20.087843418262818,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.45, 'e': 0.0071925112092996}",25,0,42.785209035292496,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.45, 'e': 0.007120586097206604}",20,12,17.114365808103695,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.45, 'e': 0.007049380236234538}",25,14,-22.277615443193305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
494,False,"{'a': 0.45, 'e': 0.006978886433872193}",20,13,12.406954180021149,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.45, 'e': 0.006909097569533471}",20,11,17.552361601955898,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.45, 'e': 0.006840006593838137}",20,0,30.548753478868,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
497,False,"{'a': 0.45, 'e': 0.0067716065278997555}",25,13,18.611492055454516,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.45, 'e': 0.006703890462620758}",25,19,14.544976392066468,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.45, 'e': 0.006636851557994551}",25,16,18.28366439637746,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.45, 'e': 0.006570483042414605}",30,16,28.375260603026632,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.45, 'e': 0.006504778211990459}",25,8,24.311912689963805,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.45, 'e': 0.006439730429870554}",25,15,15.339892402771309,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.45, 'e': 0.0063753331255718484}",20,8,17.53653962985089,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.45, 'e': 0.00631157979431613}",20,6,26.10633758391821,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.45, 'e': 0.006248463996372969}",20,9,20.490526616875634,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.45, 'e': 0.006185979356409239}",20,10,20.046123991080346,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.45, 'e': 0.006124119562845147}",35,22,24.319164660623645,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.45, 'e': 0.006062878367216695}",25,13,26.760532703426414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.45, 'e': 0.006002249583544528}",25,0,44.239137058883344,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
510,False,"{'a': 0.45, 'e': 0.005942227087709083}",30,10,38.87142457562472,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.45, 'e': 0.005882804816831992}",25,14,18.33235007467688,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.45, 'e': 0.005823976768663672}",20,12,14.900544656833311,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.45, 'e': 0.005765737000977035}",20,0,28.963347099556902,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.45, 'e': 0.005708079630967265}",20,6,-19.134457455214864,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
515,False,"{'a': 0.45, 'e': 0.005650998834657592}",20,0,27.57175066160408,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
516,False,"{'a': 0.45, 'e': 0.005594488846311016}",25,14,19.286623616782435,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.45, 'e': 0.005538543957847906}",30,19,18.417315478325072,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.45, 'e': 0.005483158518269427}",25,17,11.13275052254469,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.45, 'e': 0.005428326933086733}",20,8,24.42738234123549,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.45, 'e': 0.005374043663755866}",20,15,6.990581562156574,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.45, 'e': 0.005320303227118307}",25,17,15.271313546499595,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.45, 'e': 0.005267100194847124}",30,3,40.87934291753465,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.45, 'e': 0.005214429192898652}",30,16,28.123351152584334,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.45, 'e': 0.005162284900969666}",30,10,-10.28373717115311,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
525,False,"{'a': 0.45, 'e': 0.005110662051959969}",25,20,7.76124112463927,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.45, 'e': 0.005059555431440369}",25,16,16.429808122934265,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.45, 'e': 0.005008959877125965}",25,15,18.208077374608337,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.45, 'e': 0.004958870278354705}",20,0,31.72719603164405,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
529,False,"{'a': 0.45, 'e': 0.004909281575571158}",25,6,30.578420957409453,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.45, 'e': 0.004860188759815446}",25,0,38.75917609977597,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
531,False,"{'a': 0.45, 'e': 0.004811586872217292}",20,15,7.958898018485401,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.45, 'e': 0.004763471003495119}",20,10,17.427481082331163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.45, 'e': 0.004715836293460168}",25,0,35.22159792804096,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
534,False,"{'a': 0.45, 'e': 0.004668677930525566}",25,11,18.666648255258746,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.45, 'e': 0.00462199115122031}",35,12,40.52191944858555,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.45, 'e': 0.004575771239708107}",20,11,16.400261150959537,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.45, 'e': 0.004530013527311026}",20,2,27.04998501916129,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.45, 'e': 0.004484713392037916}",25,13,27.5903685583895,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.45, 'e': 0.004439866258117537}",25,5,38.410520594186686,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.45, 'e': 0.004395467595536362}",20,14,9.335272948382205,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.45, 'e': 0.004351512919580998}",20,7,21.95875525647616,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.45, 'e': 0.004307997790385188}",20,0,30.54952083975509,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
543,False,"{'a': 0.45, 'e': 0.004264917812481336}",25,13,21.23243063239123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.45, 'e': 0.0042222686343565225}",25,10,25.851611103196586,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.45, 'e': 0.0041800459480129575}",25,15,19.2877313711406,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.45, 'e': 0.0041382454885328275}",20,13,13.51684132077068,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.45, 'e': 0.004096863033647499}",25,5,30.86415484783825,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.45, 'e': 0.0040558944033110235}",25,17,15.292661564604751,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.45, 'e': 0.0040153354592779135}",25,7,31.052404985637455,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.45, 'e': 0.0039751821046851345}",35,22,25.558525913641578,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.45, 'e': 0.003935430283638283}",20,9,20.31207547397728,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.45, 'e': 0.0038960759808019003}",20,9,18.187907616656602,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.45, 'e': 0.003857115220993881}",20,6,26.94203007248131,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.45, 'e': 0.003818544068783942}",20,8,22.007592441679293,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
